"","pupilid","schoolid","district","bungoma","division","zone","tracking","sbm","girl","agetest","etpteacher","lowstream","stream_meanpercentile","SDstream_std_mark","MEANstream_std_mark","bottomhalf","tophalf","bottomquarter","secondquarter","thirdquarter","topquarter","std_mark","percentile","realpercentile","quantile5p","attrition","wordscore","sentscore","letterscore","spellscore","sentscore24","letterscore24","spellscore24","litscore","additions_score","substractions_score","multiplications_score","mathscoreraw","totalscore","rMEANstream_std_baselinemark","rSDstream_std_baselinemark","rMEANstream_std_total","rSDstream_std_total","rMEANstream_std_math","rSDstream_std_math","rMEANstream_std_lit","rSDstream_std_lit","r2_attrition","r2_age","r2_wordscore","r2_sentscore","r2_letterscore","r2_spellscore","r2_sentscore24","r2_letterscore24","r2_spellscore24","r2_litscore","r2_mathscoreraw","r2_additions_score","r2_substractions_score","r2_multiplications_score","r2_totalscore"
"224",4511065,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,0,1,1.49971234798431,94.5255508422852,95,19,0,0,0,7,0,0,2.40000009536743,0,0.600000023841858,3,3,0,6,6.59999990463257,0.0473317950963974,0.997914671897888,-0.233311206102371,0.814455568790436,-0.244830727577209,0.826260507106781,-0.128118589520454,0.895418882369995,0,11,0,0,7,0,0,2.40000009536743,0,0.600000023841858,16,8,6,2,16.6000003814697
"225",4511067,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,8,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,1,0,1,0,0,0,-1.20965588092804,17.1532859802246,18,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.074564665555954,0.998645901679993,-0.206405147910118,0.805540502071381,-0.212746292352676,0.831491708755493,-0.119150586426258,0.884810447692871,0,10,0,0,16,0,0,5.48571443557739,0,1.37142860889435,0,0,0,0,1.37142860889435
"226",4511069,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,0,1,0.724303960800171,78.1021881103516,79,16,0,0,4,24,0,2.40000009536743,8.22857189178467,0,2.65714311599731,0,2,0,2,4.65714311599731,0.0547141544520855,1.00614702701569,-0.223281279206276,0.818049192428589,-0.218510895967484,0.836228966712952,-0.161850288510323,0.889443755149841,0,11,4,0,23,2,0,7.88571405410767,4.80000019073486,4.17142868041992,11,7,2,2,15.1714286804199
"227",4511070,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,11,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,1,0,1,0,0,0,-1.72963559627533,0.364959239959717,1,1,0,0,0,6,0,0,2.05714297294617,0,0.514285743236542,3,4,2,9,9.51428604125977,-0.0463289879262447,0.994166612625122,0.205417841672897,1.15084254741669,0.197933152318001,1.13316488265991,0.160307571291924,1.103844165802,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",4511074,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,9,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,0,1,0,0,0,1,1.04358983039856,84.3065719604492,85,17,0,0,0,0,0,0,0,0,0,3,1,0,4,4,-0.0762929618358612,1.00150811672211,0.231381893157959,1.14189946651459,0.225200533866882,1.13205111026764,0.169363096356392,1.09550607204437,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",4511076,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,1,0,0,1,0,0,-0.753533244132996,32.8467140197754,33,7,0,0,6,13,0,3.59999990463257,4.45714282989502,0,2.01428556442261,1,0,0,1,3.01428556442261,-0.0564185008406639,1.00702714920044,0.236746236681938,1.13809943199158,0.245725125074387,1.11748445034027,0.136617690324783,1.11585915088654,0,10,0,2,24,0,1.20000004768372,8.22857189178467,0,2.35714292526245,5,4,1,0,7.35714292526245
"230",4511081,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,7,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,1,0,0,1,0,0,-0.61669647693634,37.2262763977051,38,8,0,0,0,4,0,0,1.37142860889435,0,0.342857152223587,0,1,0,1,1.34285712242126,0.0681721642613411,1.00518715381622,-0.207886636257172,0.807844936847687,-0.212746292352676,0.831491708755493,-0.124240346252918,0.891614079475403,0,10,4,6,0,0,3.59999990463257,0,0,1.89999997615814,10,5,5,0,11.8999996185303
"231",4511084,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,9,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,1,0,0,1,0,0,-0.780900597572327,31.751823425293,32,7,0,6,8,6,0,4.80000019073486,2.05714297294617,0,3.2142858505249,0,4,3,7,10.2142858505249,-0.0561312437057495,1.00682592391968,0.202543169260025,1.1505411863327,0.207950815558434,1.13612067699432,0.119751296937466,1.1134831905365,0,10,0,1,30,0,0.600000023841858,10.2857141494751,0,2.72142863273621,10,5,4,1,12.7214288711548
"232",4511086,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,8,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,1,0,0,1,0,0,-0.735288321971893,33.9416046142578,34,7,0,0,4,20,0,2.40000009536743,6.85714292526245,0,2.31428575515747,1,0,0,1,3.31428575515747,0.0694243758916855,1.00419116020203,-0.216799765825272,0.816455781459808,-0.212746292352676,0.831491708755493,-0.155809476971626,0.894893705844879,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",4511090,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,0,1,0,0,1,0,-0.178818762302399,54.379566192627,55,11,0,0,0,4,0,0,1.37142860889435,0,0.342857152223587,5,1,0,6,6.34285736083984,-0.0625324174761772,1.00926542282104,0.219574153423309,1.14817035198212,0.213384494185448,1.1358790397644,0.163263455033302,1.10132873058319,0,11,6,6,18,0,3.59999990463257,6.17142868041992,0,3.94285726547241,11,5,6,0,14.9428577423096
"234",4511093,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,7,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,0,1,0.706059038639069,76.642333984375,77,16,0,8,0,16,0,0,5.48571443557739,0,3.37142848968506,3,1,0,4,7.37142848968506,0.0548903495073318,1.00626051425934,-0.237527444958687,0.811077117919922,-0.230966627597809,0.836975455284119,-0.175159886479378,0.871760904788971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",4511095,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,0,1,0.386773258447647,81.751823425293,82,17,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0580007769167423,1.00767433643341,-0.206405147910118,0.805540502071381,-0.212746292352676,0.831491708755493,-0.119150586426258,0.884810447692871,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",4511096,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,9,0,0,53.4595489501953,1.0036346912384,-0.063457764685154,0,1,0,0,1,0,0.067487433552742,62.4087562561035,63,13,0,0,8,5,0,4.80000019073486,1.71428573131561,0,1.62857151031494,1,0,0,1,2.62857151031494,-0.0652109086513519,1.00907945632935,0.238915428519249,1.13641309738159,0.245725125074387,1.11748445034027,0.142384499311447,1.1143901348114,0,10,4,0,0,0,0,0,0,1,7,4,3,0,8
"237",4511097,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,10,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,1,0,0,1,0,0,-0.279165744781494,49.2700691223145,50,10,0,0,4,2,0,2.40000009536743,0.685714304447174,0,0.77142858505249,1,0,0,1,1.77142858505249,0.064672440290451,1.00719881057739,-0.20976634323597,0.810378730297089,-0.212746292352676,0.831491708755493,-0.130736529827118,0.897365987300873,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",4511101,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,7,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,1,0,-0.0237370822578669,58.7591247558594,59,12,0,2,0,22,0,0,7.54285717010498,0,2.38571429252625,2,4,0,6,8.38571453094482,0.0620799250900745,1.00792586803436,-0.243291735649109,0.804884135723114,-0.244830727577209,0.826260507106781,-0.157051265239716,0.893911361694336,0,9,10,4,39,4,2.40000009536743,13.3714284896851,9.60000038146973,8.84285736083984,8,2,4,2,16.8428573608398
"239",4511107,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,7,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,1,0,0.678691685199738,74.4525527954102,75,15,0,0,0,25,0,0,8.5714282989502,0,2.14285707473755,4,5,1,10,12.1428565979004,0.0551552064716816,1.0064240694046,-0.267173916101456,0.76239800453186,-0.278000891208649,0.764691650867462,-0.152862921357155,0.89693009853363,0,9,22,20,56,8,12,19.2000007629395,19.2000007629395,18.1000003814697,12,5,5,2,30.1000003814697
"240",4511521,451,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",0,0,0,8,1,0,56.5620422363281,1.00284171104431,0.0609192661941051,0,1,0,0,0,1,1.57269203662872,95.2554779052734,96,20,0,5,0,44,0,0,15.08571434021,0,5.02142858505249,3,2,0,5,10.0214290618896,0.0466457940638065,0.996780097484589,-0.253163814544678,0.790439188480377,-0.237707331776619,0.83307933807373,-0.211000174283981,0.788066685199738,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",4521003,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,9,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.54752779006958,5.51724433898926,6,2,0,0,8,9,0,4.80000019073486,3.08571434020996,0,1.97142863273621,2,1,0,3,4.97142887115479,-0.793783485889435,0.581447899341583,-0.210394844412804,1.05230700969696,-0.22526541352272,1.08147013187408,-0.120930269360542,0.89948445558548,0,10,0,0,0,0,0,0,0,0,3,2,1,0,3
"242",4521008,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,NA,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.54752779006958,5.51724433898926,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.793783485889435,0.581447899341583,-0.203805014491081,1.04591453075409,-0.219546005129814,1.07630467414856,-0.114408910274506,0.893887042999268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",4521009,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,NA,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.45637106895447,8.62069129943848,9,2,0,0,0,12,1,0,4.11428594589233,2.40000009536743,1.62857151031494,0,0,0,0,1.62857151031494,-0.793640792369843,0.582471013069153,-0.205735981464386,1.04883015155792,-0.219546005129814,1.07630467414856,-0.119756557047367,0.8989377617836,0,10,0,0,22,0,0,7.54285717010498,0,1.88571429252625,14,7,6,1,15.8857145309448
"244",4521010,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,9,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.45637106895447,8.27586078643799,9,2,0,0,0,6,0,0,2.05714297294617,0,0.514285743236542,2,3,0,5,5.51428556442261,-0.793640792369843,0.582471013069153,-0.211239531636238,1.05257296562195,-0.23020838201046,1.08181917667389,-0.116058439016342,0.895930111408234,0,10,0,0,21,0,0,7.19999980926514,0,1.79999995231628,6,2,4,0,7.80000019073486
"245",4521012,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.45637106895447,8.27586078643799,9,2,0,0,0,23,1,0,7.88571405410767,2.40000009536743,2.57142853736877,5,6,2,13,15.5714282989502,-0.793640792369843,0.582471013069153,-0.231649354100227,1.04318630695343,-0.260004639625549,1.05910992622375,-0.123027235269547,0.900022029876709,0,10,20,15,44,5,9,15.08571434021,12,14.0214290618896,17,8,6,3,31.0214290618896
"246",4521014,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.27405750751495,10.3448276519775,11,3,0,8,8,0,0,4.80000019073486,0,0,3.20000004768372,1,0,0,1,4.19999980926514,-0.793498635292053,0.583995580673218,-0.209236979484558,1.05178904533386,-0.221225187182426,1.07868719100952,-0.125285029411316,0.900018692016602,0,10,0,0,0,0,0,0,0,0,4,3,1,0,4
"247",4521018,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.54752779006958,13.1034488677979,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.793783485889435,0.581447899341583,-0.203805014491081,1.04591453075409,-0.219546005129814,1.07630467414856,-0.114408910274506,0.893887042999268,0,8,2,4,0,0,2.40000009536743,0,0,1.10000002384186,2,2,0,0,3.09999990463257
"248",4521019,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.09174394607544,13.7931051254272,14,3,0,0,18,8,0,10.8000001907349,2.7428572177887,0,3.38571429252625,1,1,0,2,5.38571453094482,-0.793545246124268,0.58483612537384,-0.211037129163742,1.05251729488373,-0.2231325507164,1.08039593696594,-0.125964552164078,0.899907290935516,0,12,0,0,34,3,0,11.6571426391602,7.19999980926514,4.7142858505249,11,5,4,2,15.7142858505249
"249",4521023,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.00058710575104,16.8965511322021,17,4,0,4,0,31,7,0,10.6285715103149,16.7999992370605,7.85714244842529,7,5,3,15,22.8571434020996,-0.793638825416565,0.585003316402435,-0.253265589475632,1.01726245880127,-0.270562171936035,1.04616594314575,-0.144343078136444,0.881411194801331,0,11,20,0,70,5,0,24,12,14,20,9,6,5,34
"250",4521028,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-1.27405750751495,19.3103427886963,20,4,0,0,2,0,0,1.20000004768372,0,0,0.300000011920929,2,0,0,2,2.29999995231628,-0.793498635292053,0.583995580673218,-0.206596985459328,1.04979109764099,-0.2231325507164,1.08039593696594,-0.115366898477077,0.895130336284637,0,11,6,0,0,0,0,0,0,1.5,8,6,2,0,9.5
"251",4521029,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,9,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-0.863851964473724,20.6896553039551,21,5,0,0,0,0,0,0,0,0,0,3,1,0,4,4,-0.793866753578186,0.584940373897552,-0.208944901823997,1.05162763595581,-0.227623492479324,1.08193838596344,-0.114408910274506,0.893887042999268,0,9,0,2,0,0,1.20000004768372,0,0,0.300000011920929,6,3,3,0,6.30000019073486
"252",4521033,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-0.727116763591766,24.8275871276855,25,5,0,0,0,16,0,0,5.48571443557739,0,1.37142860889435,0,2,0,2,3.37142848968506,-0.794199049472809,0.584502398967743,-0.208048656582832,1.05104613304138,-0.2231325507164,1.08039593696594,-0.118887528777122,0.898412108421326,0,9,0,0,34,0,0,11.6571426391602,0,2.91428565979004,6,3,3,0,8.91428565979004
"253",4521034,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,12,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-0.727116763591766,24.1379318237305,25,5,0,0,0,21,0,0,7.19999980926514,0,1.79999995231628,3,2,0,5,6.80000019073486,-0.794199049472809,0.584502398967743,-0.213339418172836,1.05288374423981,-0.23020838201046,1.08181917667389,-0.120341226458549,0.899233043193817,0,9,0,0,0,0,0,0,0,0,7,3,3,1,7
"254",4521035,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,1,0,0,0,-0.727116763591766,24.1379318237305,25,5,0,0,0,63,5,0,21.6000003814697,12,8.39999961853027,6,4,1,11,19.3999996185303,-0.794199049472809,0.584502398967743,-0.242148548364639,1.03195071220398,-0.250858217477798,1.06872987747192,-0.146886631846428,0.876899898052216,0,9,22,30,70,7,18,24,16.7999992370605,20.2000007629395,16,8,5,3,36.2000007629395
"255",4521042,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,13,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.408068060874939,31.034481048584,32,7,0,8,2,2,0,1.20000004768372,0.685714304447174,0,2.47142863273621,5,2,3,10,12.4714288711548,-0.795378625392914,0.582022786140442,-0.224337741732597,1.0490083694458,-0.24675115942955,1.07246220111847,-0.122673861682415,0.899969220161438,0,9,8,8,52,1,4.80000019073486,17.8285713195801,2.40000009536743,8.25714302062988,11,6,5,0,19.2571430206299
"256",4521043,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,NA,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.408068060874939,30.3448257446289,31,7,0,0,0,27,0,0,9.25714302062988,0,2.31428575515747,3,1,0,4,6.31428575515747,-0.795378625392914,0.582022786140442,-0.212529540061951,1.05281865596771,-0.227623492479324,1.08193838596344,-0.122121721506119,0.899856626987457,0,10,6,12,69,6,7.19999980926514,23.6571426391602,14.3999996185303,12.8142852783203,14,8,6,0,26.8142852783203
"257",4521045,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,11,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.635959982872009,31.7241363525391,32,7,0,0,7,0,0,4.19999980926514,0,0,1.04999995231628,0,0,0,0,1.04999995231628,-0.794478356838226,0.584002494812012,-0.205024376511574,1.04789102077484,-0.219546005129814,1.07630467414856,-0.117814637720585,0.897614061832428,0,12,0,4,14,0,2.40000009536743,4.80000019073486,0,1.80000007152557,0,0,0,0,1.80000007152557
"258",4521048,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,12,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.271332889795303,33.4482803344727,34,7,0,2,0,0,0,0,0,0,0.5,4,6,3,13,13.5,-0.796057224273682,0.580331265926361,-0.226654663681984,1.04737901687622,-0.260004639625549,1.05910992622375,-0.116012185811996,0.895879089832306,0,12,2,2,20,6,1.20000004768372,6.85714292526245,14.3999996185303,6.11428546905518,18,8,8,2,24.1142845153809
"259",4521049,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.499224841594696,35.5172386169434,36,8,0,0,0,10,0,0,3.42857146263123,0,0.857142865657806,3,2,0,5,5.85714292526245,-0.794983863830566,0.58294004201889,-0.211785778403282,1.05269944667816,-0.23020838201046,1.08181917667389,-0.117177844047546,0.897059202194214,0,10,18,1,56,3,0.600000023841858,19.2000007629395,7.19999980926514,11.2500009536743,11,5,5,1,22.25
"260",4521053,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,9,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.180176094174385,37.241382598877,38,8,0,0,3,22,3,1.79999995231628,7.54285717010498,7.19999980926514,4.13571453094482,3,4,0,7,11.1357145309448,-0.796567261219025,0.578991532325745,-0.221482440829277,1.05069208145142,-0.236076951026917,1.07984948158264,-0.128769114613533,0.89894437789917,0,8,18,22,59,6,13.1999998092651,20.2285709381104,14.3999996185303,16.4571437835693,17,8,6,3,33.457145690918
"261",4521057,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,12,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.107250675559044,40.3448219299316,41,9,0,0,6,53,0,3.59999990463257,18.1714286804199,0,5.44285726547241,2,4,0,6,11.4428577423096,-0.797008574008942,0.577796459197998,-0.222123920917511,1.05034756660461,-0.233024150133133,1.08112239837646,-0.133904427289963,0.895274877548218,0,9,0,0,68,1,0,23.3142852783203,2.40000009536743,6.42857122421265,6,3,3,0,12.4285717010498
"262",4521058,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,-0.0890193209052086,41.7241325378418,42,9,0,16,0,25,4,0,8.5714282989502,9.60000038146973,8.54285717010498,4,2,1,7,15.542857170105,-0.797123432159424,0.577480375766754,-0.231577351689339,1.04325270652771,-0.236076951026917,1.07984948158264,-0.147569343447685,0.875619411468506,0,8,16,14,45,5,8.39999961853027,15.4285717010498,12,12.957142829895,17,8,7,2,29.9571418762207
"263",4521066,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,0.00213746074587107,45.5172424316406,46,10,0,0,0,19,1,0,6.51428556442261,2.40000009536743,2.22857141494751,5,6,2,13,15.2285709381104,-0.797725915908813,0.575796127319336,-0.230791315436363,1.04396677017212,-0.260004639625549,1.05910992622375,-0.121822185814381,0.899779856204987,0,10,18,30,69,5,18,23.6571426391602,12,17.91428565979,19,7,8,4,36.9142837524414
"264",4521067,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,11,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,0.0386001728475094,47.5862083435059,48,10,0,0,6,54,4,3.59999990463257,18.5142860412598,9.60000038146973,7.9285717010498,5,5,3,13,20.9285717010498,-0.797979950904846,0.575073480606079,-0.24685437977314,1.02604520320892,-0.260004639625549,1.05910992622375,-0.144673243165016,0.880848944187164,0,11,18,6,0,5,3.59999990463257,0,12,8.39999961853027,15,7,5,3,23.3999996185303
"265",4521068,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,11,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,0.047715850174427,49.6551742553711,50,10,0,2,0,50,1,0,17.1428565979004,2.40000009536743,5.38571405410767,5,2,2,9,14.3857135772705,-0.798044621944427,0.574888348579407,-0.228735312819481,1.04573810100555,-0.242928519845009,1.0755387544632,-0.133672997355461,0.89548921585083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",4521070,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,11,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,0.047715850174427,48.965518951416,49,10,0,0,0,0,0,0,0,0,0,3,2,0,5,5,-0.798044621944427,0.574888348579407,-0.210438549518585,1.05232298374176,-0.23020838201046,1.08181917667389,-0.114408910274506,0.893887042999268,0,7,0,12,59,1,7.19999980926514,20.2285709381104,2.40000009536743,7.45714235305786,11,5,4,2,18.4571418762207
"267",4521071,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,11,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,1,0,0,1,0,0,0.047715850174427,48.965518951416,49,10,0,22,2,54,8,1.20000004768372,18.5142860412598,19.2000007629395,15.2285718917847,4,6,2,12,27.228572845459,-0.798044621944427,0.574888348579407,-0.270085334777832,0.990670919418335,-0.255268603563309,1.064297914505,-0.188043743371964,0.752273201942444,0,12,24,36,70,8,21.6000003814697,24,19.2000007629395,22.2000007629395,17,7,7,3,39.2000007629395
"268",4521072,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,NA,10,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,0,1,0,0,1,0,0.0932942405343056,50.6896553039551,51,11,0,0,0,56,0,0,19.2000007629395,0,4.80000019073486,5,5,3,13,17.7999992370605,-0.798374831676483,0.573936581611633,-0.237548038363457,1.03723096847534,-0.260004639625549,1.05910992622375,-0.131337881088257,0.897399663925171,0,10,22,14,70,7,8.39999961853027,24,16.7999992370605,17.7999992370605,17,7,8,2,34.7999992370605
"269",4521073,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,8,0,1,26.4771671295166,0.583457291126251,-0.792924463748932,0,1,0,0,1,0,0.0932942405343056,50.3448295593262,51,11,0,0,0,20,0,0,6.85714292526245,0,1.71428573131561,2,2,0,4,5.7142858505249,-0.798374831676483,0.573936581611633,-0.211557000875473,1.05265069007874,-0.227623492479324,1.08193838596344,-0.120048351585865,0.899090886116028,0,10,4,3,36,0,1.79999995231628,12.3428573608398,0,4.5357141494751,6,3,3,0,10.5357141494751
"270",4521081,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,10,1,0,75.7212219238281,0.615809917449951,0.81394636631012,0,1,0,0,1,0,0.275607794523239,55.8620681762695,56,12,0,0,0,24,0,0,8.22857189178467,0,2.05714297294617,5,5,3,13,15.0571432113647,0.81871634721756,0.612696290016174,0.310259878635406,0.879679322242737,0.315792351961136,0.79188597202301,0.202060684561729,1.1490250825882,0,10,10,0,48,2,0,16.4571437835693,4.80000019073486,7.81428623199463,16,8,4,4,23.8142852783203
"271",4521084,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,12,1,0,75.7212219238281,0.615809917449951,0.81394636631012,0,1,0,0,1,0,-0.0890193209052086,57.9310340881348,58,12,0,0,0,0,0,0,0,0,0,2,4,0,6,6,0.821160912513733,0.606298625469208,0.35147762298584,0.847249269485474,0.359802603721619,0.794583082199097,0.220281094312668,1.13464426994324,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",4521088,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,0,10,1,0,75.7212219238281,0.615809917449951,0.81394636631012,0,1,0,0,1,0,0.375880271196365,60.3448257446289,61,13,0,0,0,30,1,0,10.2857141494751,2.40000009536743,3.17142868041992,7,5,2,14,17.1714286804199,0.818177342414856,0.613994717597961,0.302190989255905,0.876056611537933,0.310754030942917,0.779928088188171,0.192781955003738,1.15370607376099,0,13,8,10,60,8,6,20.5714282989502,19.2000007629395,13.4428567886353,18,8,7,3,31.4428558349609
"273",4521090,452,"BUNGOMA",1,"KANDUYI","MUNICIPALITY",1,1,1,8,1,0,75.7212219238281,0.615809917449951,0.81394636631012,0,1,0,0,1,0,0.412342965602875,62.0689659118652,63,13,0,0,0,31,0,0,10.6285715103149,0,2.65714287757874,2,0,0,2,4.65714263916016,0.817995548248291,0.61441832780838,0.358681619167328,0.835187911987305,0.393417924642563,0.731937170028687,0.197018355131149,1.15180420875549,0,10,0,0,61,3,0,20.91428565979,7.19999980926514,7.02857112884521,9,4,5,0,16.0285720825195
